Date,Timestamp,Account No,Balance,Amount,Third Party Account No,Third Party Name
28/02/2023,23:59,189418402,-33.02125,-7.99,,Disney
28/02/2023,23:59,417831169,-388.7141143,-14.99,,Blizzard
28/02/2023,23:59,417831169,-401.7041143,-12.99,,SquareOnix
28/02/2023,23:59,778200498,-363.8423316,-15.99,,Netflix
28/02/2023,23:59,778200498,-382.8323316,-18.99,,PureGym
28/02/2023,23:59,778200498,-397.8223316,-14.99,,Blizzard
28/02/2023,23:59,778200498,-412.8123316,-14.99,,Blizzard
28/02/2023,23:59,778200498,-512.8123316,-100,,Grand Union BJJ
28/02/2023,23:59,835307842,-1868.631322,-7.99,,Disney
28/02/2023,23:59,835307842,-1874.621322,-5.99,,Mojang Studios
28/02/2023,23:59,835307842,-1881.621322,-7,,Xbox
28/02/2023,23:59,835307842,-1894.611322,-12.99,,SquareOnix
28/02/2023,23:59,835307842,-1909.601322,-14.99,,Blizzard
28/02/2023,23:59,835307842,-1928.591322,-18.99,,PureGym
28/02/2023,23:59,835307842,-2028.591322,-100,,Grand Union BJJ
28/02/2023,23:59,619428091,3816.739434,-7.99,,Amazon
28/02/2023,23:59,303145527,-1376.128427,-100,,Grand Union BJJ
28/02/2023,23:59,303145527,-1392.118427,-15.99,,Netflix
28/02/2023,23:59,303145527,-1399.118427,-7,,Xbox
28/02/2023,23:59,303145527,-1405.108427,-5.99,,Mojang Studios
28/02/2023,23:59,658100753,4641.59028,-18.99,,PureGym
28/02/2023,23:59,213904562,2346.587505,-100,,Grand Union BJJ
28/02/2023,23:59,213904562,2330.597505,-15.99,,Netflix
28/02/2023,23:59,213904562,2311.607505,-18.99,,PureGym
28/02/2023,23:59,213904562,2304.607505,-7,,Xbox
28/02/2023,23:59,213904562,2297.607505,-7,,Xbox
28/02/2023,23:59,213904562,2282.617505,-14.99,,Blizzard
28/02/2023,23:59,684967752,1522.82675,-14.99,,Blizzard
28/02/2023,23:59,684967752,1507.83675,-14.99,,Blizzard
28/02/2023,23:59,684967752,1494.84675,-12.99,,SquareOnix
28/02/2023,23:59,184102451,-241.21,-18.99,,PureGym
28/02/2023,23:59,184102451,-341.21,-100,,Grand Union BJJ
28/02/2023,23:59,184102451,-357.2,-15.99,,Netflix
28/02/2023,23:59,184102451,-365.19,-7.99,,Amazon
28/02/2023,23:59,184102451,-380.18,-14.99,,Blizzard
28/02/2023,23:59,184102451,-393.17,-12.99,,SquareOnix
28/02/2023,23:59,184102451,-399.16,-5.99,,Mojang Studios
28/02/2023,23:59,184102451,-412.15,-12.99,,SquareOnix
28/02/2023,23:59,618747955,421.1520127,-18.99,,PureGym
28/02/2023,23:59,618747955,406.1620127,-14.99,,Blizzard
28/02/2023,23:59,618747955,390.1720127,-15.99,,Netflix
28/02/2023,23:59,618747955,290.1720127,-100,,Grand Union BJJ
01/03/2023,08:01,619428091,3812.433669,-4.31,,Sainsbury Local
01/03/2023,09:15,684967752,1374.87675,-119.97,,Collector Cave
01/03/2023,09:54,684967752,1322.90675,-51.97,,Hobbycraft
01/03/2023,13:07,778200498,-606.2381816,-93.43,,Coop Local
01/03/2023,17:03,908273315,-707.6170466,-194.21,,Tesco Express
01/03/2023,17:43,658100753,4609.60028,-31.99,,JD Sports
01/03/2023,17:52,313806474,3960.346353,-109,,Revella
01/03/2023,17:54,916374214,7850.817809,-25.96,,Foyles
01/03/2023,18:03,313806474,3786.346353,-174,,Loosely Fitted
01/03/2023,18:19,313806474,3698.846353,-87.5,,H&M
01/03/2023,18:20,619428091,3810.443669,-1.99,,Hobbycraft
01/03/2023,18:48,313806474,3676.346353,-22.5,,Topshop
01/03/2023,18:58,710597922,-1854.25431,-71.14,,Tesco Express
01/03/2023,19:21,213904562,2120.922755,-161.69,,Sainsbury Local
02/03/2023,10:46,266056908,4293.651722,-4.99,,Foyles
02/03/2023,13:07,619428091,3793.923669,-16.52,,Hobbycraft
02/03/2023,16:22,213904562,2099.952755,-20.97,,The Works
02/03/2023,17:36,938302791,3678.266725,-44.98,,Hobbycraft
02/03/2023,18:46,618363727,4348.697807,-101.48,,Hobbycraft
03/03/2023,10:30,619428091,3758.878659,-35.05,,Hobbycraft
03/03/2023,10:50,266056908,4211.661722,-81.99,,JD Sports
03/03/2023,11:42,266056908,4194.681722,-16.98,,Daunt Books
04/03/2023,09:14,618363727,4333.717807,-14.98,,Foyles
04/03/2023,09:31,684967752,1222.12075,-100.79,,Loosely Fitted
04/03/2023,09:46,916374214,7834.107138,-16.71,,Sainsbury Local
04/03/2023,10:22,619428091,3747.868659,-11.01,,Hobbycraft
04/03/2023,11:22,684967752,1066.03475,-156.09,,Loosely Fitted
04/03/2023,12:11,778200498,-630.3881816,-24.15,,JustEat
04/03/2023,16:07,684967752,904.36275,-161.67,,Loosely Fitted
04/03/2023,16:23,684967752,814.79075,-89.57,,H&M
04/03/2023,16:56,684967752,654.49075,-160.3,,Loosely Fitted
04/03/2023,16:56,916374214,7830.707138,-3.4,541433917,
04/03/2023,17:04,213904562,2049.962755,-49.99,,JD Sports
04/03/2023,17:25,684967752,536.20475,-118.29,,Loosely Fitted
04/03/2023,18:52,619428091,3686.281786,-61.59,,Amazon
05/03/2023,09:32,916374214,7823.717138,-6.99,,Foyles
05/03/2023,10:11,266056908,4182.701722,-11.98,,Foyles
05/03/2023,10:12,916374214,7817.727138,-5.99,,JD Sports
05/03/2023,10:52,618363727,4303.727807,-29.99,,Five Senses Art
05/03/2023,11:43,157033995,1257.01245,-153.46,,Tesco Express
05/03/2023,12:31,313806474,3576.356353,-99.99,,JD Sports
05/03/2023,13:54,618747955,45.16606267,-245.01,,Tesco Express
05/03/2023,16:29,213904562,1995.982755,-53.98,,JD Sports
06/03/2023,09:10,684967752,514.22475,-21.98,,Hobbycraft
06/03/2023,09:20,619428091,3678.291786,-7.99,,Hobbycraft
06/03/2023,09:48,213904562,1964.022755,-31.96,,Foyles
06/03/2023,12:35,213904562,1939.042755,-24.98,,Hobbycraft
06/03/2023,17:18,916374214,7810.737138,-6.99,,Foyles
06/03/2023,20:44,266056908,4142.097366,-40.6,,Topshop
07/03/2023,04:19,658100753,4603.58822,-6.01,,Sainsbury Local
07/03/2023,04:50,710597922,-1887.39431,-33.14,,JustEat
07/03/2023,09:20,619428091,3668.281786,-10.01,,Craftastic
07/03/2023,09:53,619428091,3518.161786,-150.12,,Collector Cave
07/03/2023,19:09,778200498,-762.5968316,-132.21,,Coop Local
08/03/2023,07:49,313806474,3573.922696,-2.43,,Boots
08/03/2023,09:24,618363727,4023.608807,-280.12,,Tesco Express
08/03/2023,09:52,684967752,504.23475,-9.99,,Hobbycraft
08/03/2023,12:47,303145527,-1436.146427,-31.04,,Tesco Express
08/03/2023,16:22,710597922,-1913.46896,-26.07,,Tesco Express
08/03/2023,16:22,213904562,1815.675255,-123.37,,Selfridges
08/03/2023,16:58,213904562,1762.440255,-53.23,,TK Maxx
08/03/2023,17:10,213904562,1714.065255,-48.38,,TK Maxx
08/03/2023,17:26,313806474,3488.942696,-84.98,,Adidas
08/03/2023,17:35,213904562,1661.565255,-52.5,,Loosely Fitted
08/03/2023,19:16,916374214,7788.812088,-21.93,,Tesco Express
08/03/2023,19:45,266056908,4032.141366,-109.96,,Sainsbury Local
08/03/2023,20:14,658100753,4536.22022,-67.37,,Coop Local
09/03/2023,10:01,266056908,3997.191366,-34.95,,Foyles
09/03/2023,10:20,619428091,3515.171786,-2.99,,Hobbycraft
09/03/2023,10:33,266056908,3980.701366,-16.49,,Hobbycraft
09/03/2023,12:16,266056908,3950.421366,-30.28,,Deliveroo
09/03/2023,17:27,313806474,3482.952696,-5.99,,Daunt Books
09/03/2023,17:44,658100753,4467.25022,-68.97,,JD Sports
09/03/2023,17:47,916374214,7767.842088,-20.97,,Foyles
09/03/2023,20:00,417831169,-541.5735643,-139.87,,Tesco Express
10/03/2023,10:03,619428091,3500.191786,-14.98,,Hobbycraft
10/03/2023,12:45,303145527,-1461.336427,-25.19,,Deliveroo
10/03/2023,17:56,213904562,1654.575255,-6.99,,Hobbycraft
10/03/2023,20:50,213904562,1613.119155,-41.46,,Tesco Express
11/03/2023,09:29,618363727,4003.618807,-19.99,,Collector Cave
11/03/2023,09:39,618363727,3893.638807,-109.98,,JD Sports
11/03/2023,10:31,189418402,-58.02125,-25,,JD Sports
11/03/2023,12:09,618363727,3638.138807,-255.5,,Revella
11/03/2023,12:40,618363727,3465.238807,-172.9,,Revella
11/03/2023,13:53,908273315,-884.5934966,-176.98,,Tesco Express
11/03/2023,18:50,684967752,489.24475,-14.99,,Hobbycraft
12/03/2023,04:16,619428091,3441.616096,-58.58,,Coop Local
12/03/2023,09:46,313806474,3477.962696,-4.99,,Foyles
12/03/2023,10:23,658100753,4379.80622,-87.44,,Coop Local
12/03/2023,10:52,618363727,3451.258807,-13.98,,Hobbycraft
12/03/2023,11:11,938302791,3548.286725,-129.98,,JD Sports
12/03/2023,11:15,619428091,3425.096096,-16.52,,Hobbycraft
12/03/2023,13:53,618363727,3393.531904,-57.73,,Lloyds Pharmacy
12/03/2023,14:09,313806474,3475.972696,-1.99,,Hobbycraft
12/03/2023,18:31,184102451,-442.15,-30,,Fitted Stitch
13/03/2023,00:11,908273315,-910.4934966,-25.9,,Deliveroo
13/03/2023,08:34,189418402,-91.6769,-33.66,,Coop Local
13/03/2023,09:21,213904562,1487.833155,-125.29,,Tesco Express
13/03/2023,09:25,619428091,3304.996096,-120.1,,JD Sports
13/03/2023,10:50,684967752,475.26475,-13.98,,Hobbycraft
13/03/2023,16:52,710597922,-1995.71396,-82.25,,Tesco Express
14/03/2023,10:02,266056908,3922.461366,-27.96,,Foyles
14/03/2023,13:27,213904562,1463.873155,-23.96,,Foyles
14/03/2023,16:55,157033995,1215.03245,-41.98,,JD Sports
14/03/2023,17:50,658100753,4360.927529,-18.88,,Lloyds Pharmacy
15/03/2023,09:30,189418402,-97.4769,-5.8,,Starbucks
15/03/2023,15:12,684967752,295.26475,-180,417831169,
15/03/2023,15:11,417831169,-361.5735643,180,684967752,
15/03/2023,17:18,916374214,7755.862088,-11.98,,Foyles
15/03/2023,17:31,313806474,3459.992696,-15.98,,Hobby Lobby
15/03/2023,18:53,618363727,3372.551904,-20.98,,Hobbycraft
15/03/2023,20:03,619428091,3226.750096,-78.25,,Tesco Express
16/03/2023,08:52,266056908,3816.474366,-105.99,,Tesco Express
16/03/2023,09:56,619428091,3214.770096,-11.98,,Hobbycraft
16/03/2023,13:18,778200498,-842.7160316,-80.12,,Coop Local
16/03/2023,14:59,619428091,3144.720096,-70.05,,Collector Cave
16/03/2023,16:38,157033995,1061.73665,-153.3,,Coop Local
16/03/2023,17:22,916374214,7738.924538,-16.94,,Tesco Express
16/03/2023,17:44,916374214,7633.944538,-104.98,,JD Sports
17/03/2023,04:53,618363727,2072.551904,-1300,184102451,
17/03/2023,04:53,184102451,857.85,1300,618363727,
17/03/2023,08:21,266056908,3796.368226,-20.11,,Etsy
17/03/2023,09:16,184102451,842.86,-14.99,,Hobbycraft
17/03/2023,10:01,184102451,808.91,-33.95,,Foyles
17/03/2023,10:01,266056908,3777.398226,-18.97,,Foyles
17/03/2023,10:13,184102451,802.92,-5.99,,Reebok
17/03/2023,10:23,184102451,695.93,-106.99,,Reebok
17/03/2023,10:27,266056908,3564.612226,-212.79,,Revella
17/03/2023,10:47,266056908,3416.954226,-147.66,,Revella
17/03/2023,10:49,184102451,648.93,-47,,JD Sports
17/03/2023,10:58,266056908,3096.354226,-320.6,,Loosely Fitted
17/03/2023,11:19,684967752,221.59675,-73.67,,Tesco Express
17/03/2023,11:48,184102451,518.96,-129.97,,Collector Cave
17/03/2023,11:50,189418402,-110.4569,-12.98,,Hobbycraft
17/03/2023,11:52,266056908,2894.754226,-201.6,,Revella
17/03/2023,12:19,266056908,2766.682226,-128.07,,Loosely Fitted
17/03/2023,14:04,266056908,2666.596226,-100.09,,Loosely Fitted
17/03/2023,14:22,266056908,2548.296226,-118.3,,H&M
17/03/2023,14:51,266056908,2337.624226,-210.67,,H&M
17/03/2023,15:06,266056908,2271.852226,-65.77,,Revella
17/03/2023,15:37,266056908,2205.366226,-66.49,,Revella
17/03/2023,15:53,266056908,1958.280226,-247.09,,Loosely Fitted
17/03/2023,16:07,266056908,1704.908226,-253.37,,Revella
17/03/2023,16:22,266056908,1623.736226,-81.17,,Loosely Fitted
17/03/2023,16:33,266056908,1526.478226,-97.26,,Loosely Fitted
17/03/2023,17:22,938302791,3509.800725,-38.49,,Revella
17/03/2023,17:38,938302791,3469.214725,-40.59,,Loosely Fitted
17/03/2023,17:52,938302791,3355.128725,-114.09,,H&M
17/03/2023,18:18,938302791,3274.670725,-80.46,,Topshop
17/03/2023,18:21,916374214,7610.964538,-22.98,,JustEat
17/03/2023,18:31,938302791,3273.170725,-1.5,,Hobbycraft
17/03/2023,19:04,619428091,3138.401016,-6.32,,Loosely Fitted
17/03/2023,19:32,658100753,4330.288529,-30.64,,Coop Local
17/03/2023,22:15,938302791,3244.405692,-28.77,,H&M
18/03/2023,06:18,619428091,3134.842091,-3.56,,AMAZON
18/03/2023,06:49,235567196,9.7923,-36.9,,JustEat
18/03/2023,09:16,266056908,1519.488226,-6.99,,Hobbycraft
18/03/2023,09:28,618363727,2044.561904,-27.99,,Reebok
18/03/2023,09:52,618363727,2033.581904,-10.98,,Daunt Books
18/03/2023,10:11,618363727,1903.611904,-129.97,,Collector Cave
18/03/2023,10:33,313806474,3447.012696,-12.98,,Foyles
18/03/2023,10:47,184102451,418.98,-99.98,,JD Sports
18/03/2023,12:07,157033995,1036.14665,-25.59,,JustEat
19/03/2023,01:40,184102451,407.7196522,-11.26,,Revella
19/03/2023,09:31,916374214,7604.974538,-5.99,,Foyles
19/03/2023,11:13,938302791,3218.425692,-25.98,,Hobbycraft
19/03/2023,15:33,916374214,7598.984538,-5.99,,Foyles
19/03/2023,17:23,213904562,1459.893155,-3.98,,A Life on Canvas
20/03/2023,02:29,916374214,7572.871935,-26.11,,Topshop
20/03/2023,03:26,184102451,392.7796522,-14.94,,Deliveroo
20/03/2023,08:31,658100753,4163.380529,-166.91,,Coop Local
20/03/2023,09:16,619428091,3102.800081,-32.04,,Hobbycraft
20/03/2023,09:16,189418402,-206.8952,-96.44,,Coop Local
20/03/2023,09:26,619428091,3096.810081,-5.99,,Hobbycraft
20/03/2023,10:02,619428091,3078.411655,-18.4,,Asda
20/03/2023,12:49,684967752,82.47175,-139.12,,Tesco Express
20/03/2023,13:01,303145527,-1585.068427,-123.73,,Tesco Express
20/03/2023,17:15,313806474,3419.972696,-27.04,,Deliveroo
20/03/2023,17:19,938302791,3112.445692,-105.98,,JD Sports
20/03/2023,17:41,658100753,4010.108529,-153.27,,Topshop
21/03/2023,05:27,658100753,3974.712722,-35.4,,Lloyds Pharmacy
21/03/2023,08:20,619428091,3048.618837,-29.79,,Topshop
21/03/2023,09:15,619428091,2948.548837,-100.07,,Collector Cave
21/03/2023,09:59,266056908,1505.508226,-13.98,,Daunt Books
21/03/2023,10:19,619428091,2812.748837,-135.8,,Loosely Fitted
21/03/2023,10:41,619428091,2609.748837,-203,,H&M
21/03/2023,11:04,213904562,1419.913155,-39.98,,JD Sports
21/03/2023,13:24,213904562,1391.953155,-27.96,,Foyles
21/03/2023,15:26,213904562,1234.963155,-156.99,,JD Sports
21/03/2023,17:23,658100753,3904.742722,-69.97,,JD Sports
21/03/2023,17:46,658100753,3838.762722,-65.98,,JD Sports
21/03/2023,20:10,213904562,1137.866505,-97.1,,Tesco Express
22/03/2023,08:49,619428091,2553.237491,-56.51,,AMAZON
22/03/2023,08:58,778200498,-877.7681816,-35.05,,Coop Local
22/03/2023,17:44,658100753,3820.792722,-17.97,,Daunt Books
22/03/2023,19:11,908273315,-1181.474347,-270.98,,Tesco Express
22/03/2023,19:12,266056908,1397.526226,-107.98,,Tesco Express
23/03/2023,13:43,618747955,-162.7129373,-207.88,,Tesco Express
23/03/2023,17:22,916374214,7517.881935,-54.99,,JD Sports
23/03/2023,18:05,916374214,7450.550685,-67.33,,Tesco Express
23/03/2023,18:10,619428091,2545.727491,-7.51,,Craftastic
24/03/2023,13:14,778200498,-924.1519316,-46.38,,Coop Local
24/03/2023,17:10,266056908,1387.536226,-9.99,,Daunt Books
24/03/2023,17:25,916374214,7423.590685,-26.96,,Foyles
25/03/2023,09:18,266056908,1377.546226,-9.99,,Foyles
25/03/2023,11:10,303145527,-1605.068427,-20,945415797,
25/03/2023,11:46,618363727,1832.131904,-71.48,,Five Senses Art
25/03/2023,12:03,618363727,1767.141904,-64.99,,JD Sports
25/03/2023,12:14,619428091,2534.961377,-10.77,,Sainsbury Local
25/03/2023,12:31,313806474,3345.972696,-74,,H&M
25/03/2023,12:40,313806474,3260.972696,-85,,Topshop
25/03/2023,12:57,313806474,3208.972696,-52,,Loosely Fitted
25/03/2023,13:25,313806474,3092.472696,-116.5,,TK Maxx
25/03/2023,13:45,313806474,2983.472696,-109,,Revella
26/03/2023,09:14,184102451,356.8096522,-35.97,,Five Senses Art
26/03/2023,09:22,313806474,2973.482696,-9.99,,The Works
26/03/2023,09:36,313806474,2963.492696,-9.99,,Grand Union BJJ
26/03/2023,10:14,266056908,1359.576226,-17.97,,Foyles
26/03/2023,10:16,184102451,343.1345319,-13.68,,Amazon
26/03/2023,10:43,619428091,2523.951377,-11.01,,Hobbycraft
26/03/2023,10:53,313806474,2931.512696,-31.98,,Hobbycraft
26/03/2023,13:16,313806474,2886.522696,-44.99,,JD Sports
26/03/2023,15:14,157033995,875.26985,-160.88,,Tesco Express
26/03/2023,15:21,916374214,7412.610685,-10.98,,Daunt Books
26/03/2023,15:47,417831169,-508.6649143,-147.09,,Tesco Express
27/03/2023,05:21,266056908,1352.972108,-6.6,,Coop Local
27/03/2023,09:01,303145527,-1654.334427,-49.27,,Tesco Express
27/03/2023,09:02,618363727,1492.671904,-274.47,,Coop Local
27/03/2023,09:08,313806474,2851.450596,-35.07,,Tesco Express
27/03/2023,10:50,213904562,1100.978955,-36.89,,Tesco Express
27/03/2023,18:43,266056908,1313.552108,-39.42,,JustEat
28/03/2023,03:04,213904562,1095.661355,-5.32,,Tesco Express
28/03/2023,10:54,213904562,1089.671355,-5.99,,Daunt Books
28/03/2023,11:20,213904562,1074.191355,-15.48,,Hobbycraft
28/03/2023,17:47,313806474,2834.480596,-16.97,,Foyles
28/03/2023,18:30,619428091,2487.531377,-36.42,,JustEat
28/03/2023,18:48,778200498,-1024.061532,-99.91,,Coop Local
29/03/2023,09:13,619428091,2446.548257,-40.98,,Tesco Express
29/03/2023,09:28,619428091,2440.538257,-6.01,,Craftastic
29/03/2023,09:41,266056908,1278.602108,-34.95,,Foyles
29/03/2023,10:11,619428091,2433.030757,-7.51,,Hobbycraft
29/03/2023,12:49,303145527,-1668.719427,-14.38,,Tesco Express
29/03/2023,16:51,213904562,1060.211355,-13.98,,The Works
29/03/2023,17:54,213904562,1004.718855,-55.49,,Selfridges
29/03/2023,18:22,213904562,952.968855,-51.75,,TK Maxx
30/03/2023,10:53,184102451,313.1545319,-29.98,,Five Senses Art
30/03/2023,11:28,619428091,2352.970757,-80.06,,Collector Cave
30/03/2023,16:00,619428091,2336.208379,-16.76,,Coop Local
30/03/2023,17:21,916374214,7381.650685,-30.96,,Foyles
31/03/2023,00:00,916374214,12674.45068,5292.8,,Green Park Academy
31/03/2023,00:00,157033995,2550.26985,1675,,Fitted Stitch
30/03/2023,23:59,157033995,1810.26985,-740,619428091,
30/03/2023,23:59,619428091,3076.208379,740,157033995,
31/03/2023,00:00,938302791,5954.105692,2841.66,,Lavender Primary
31/03/2023,00:00,235567196,1909.7923,1900,,Revella
30/03/2023,23:59,235567196,1409.7923,-500,618747955,
30/03/2023,23:59,618747955,337.2870627,500,235567196,
31/03/2023,09:35,235567196,1364.8523,-44.94,,Foyles
31/03/2023,10:05,266056908,1277.102108,-1.5,,Hobbycraft
31/03/2023,10:41,235567196,1334.9123,-29.94,,Craftastic
31/03/2023,11:05,235567196,1234.9223,-99.99,,Reebok
31/03/2023,11:17,235567196,1150.9423,-83.98,,JD Sports
31/03/2023,11:24,235567196,1130.9523,-19.99,,JD Sports
31/03/2023,11:35,235567196,973.9723,-156.98,,JD Sports
31/03/2023,17:01,710597922,-2039.24396,-43.53,,Tesco Express
31/03/2023,17:42,938302791,5934.115692,-19.99,,Hobbycraft
31/03/2023,18:38,618363727,1482.283445,-10.39,,Lloyds Pharmacy
31/03/2023,22:12,213904562,914.318855,-38.65,,Deliveroo
01/04/2023,00:00,619428091,4672.208379,1596,,Happy Days Home
01/04/2023,00:00,618363727,3972.283445,2490,,Amazon
01/04/2023,00:00,658100753,6690.792722,2870,,Pets Corner
01/04/2023,00:00,313806474,6521.480596,3687,,Halifax
31/03/2023,23:59,313806474,5621.480596,-900,213904562,
31/03/2023,23:59,213904562,1814.318855,900,313806474,
01/04/2023,00:00,266056908,2989.102108,1712,,Kew House
01/04/2023,00:00,417831169,2361.335086,2870,,Pets at Home
31/03/2023,23:59,417831169,61.33508574,-2300,684967752,
31/03/2023,23:59,684967752,2382.47175,2300,417831169,
01/04/2023,00:00,157033995,1072.26985,-738,,Halifax
01/04/2023,00:00,916374214,11924.45068,-750,,LBG
01/04/2023,00:00,618363727,3146.283445,-826,,Halifax
01/04/2023,00:00,835307842,-2808.591322,-780,,Halifax
01/04/2023,00:00,189418402,-947.8952,-741,,Halifax
01/04/2023,00:00,684967752,1641.47175,-741,,LBG
01/04/2023,00:00,313806474,4719.480596,-902,,LBG
01/04/2023,00:00,710597922,-2734.24396,-695,,Halifax
01/04/2023,00:00,235567196,75.9723,-898,,Halifax
01/04/2023,00:00,938302791,5215.115692,-719,,Halifax
31/03/2023,23:59,618747955,318.2970627,-18.99,,PureGym
31/03/2023,23:59,618747955,312.3070627,-5.99,,Mojang Studios
31/03/2023,23:59,618747955,299.3170627,-12.99,,SquareOnix
31/03/2023,23:59,618747955,283.3270627,-15.99,,Netflix
31/03/2023,23:59,618747955,183.3270627,-100,,Grand Union BJJ
31/03/2023,23:59,157033995,972.26985,-100,,Grand Union BJJ
31/03/2023,23:59,157033995,956.27985,-15.99,,Netflix
31/03/2023,23:59,916374214,11908.46068,-15.99,,Netflix
31/03/2023,23:59,916374214,11900.47068,-7.99,,Amazon
31/03/2023,23:59,916374214,11881.48068,-18.99,,PureGym
31/03/2023,23:59,916374214,11875.49068,-5.99,,Mojang Studios
31/03/2023,23:59,916374214,11860.50068,-14.99,,Blizzard
31/03/2023,23:59,213904562,1714.318855,-100,,Grand Union BJJ
31/03/2023,23:59,213904562,1698.328855,-15.99,,Netflix
31/03/2023,23:59,213904562,1679.338855,-18.99,,PureGym
31/03/2023,23:59,213904562,1666.348855,-12.99,,SquareOnix
31/03/2023,23:59,213904562,1653.358855,-12.99,,SquareOnix
31/03/2023,23:59,213904562,1640.368855,-12.99,,SquareOnix
31/03/2023,23:59,213904562,1625.378855,-14.99,,Blizzard
31/03/2023,23:59,619428091,4664.218379,-7.99,,Amazon
31/03/2023,23:59,619428091,4658.228379,-5.99,,Mojang Studios
31/03/2023,23:59,619428091,4643.238379,-14.99,,Blizzard
31/03/2023,23:59,619428091,4630.248379,-12.99,,SquareOnix
31/03/2023,23:59,619428091,4623.248379,-7,,Xbox
31/03/2023,23:59,618363727,3138.293445,-7.99,,Disney
31/03/2023,23:59,618363727,3122.303445,-15.99,,Netflix
31/03/2023,23:59,618363727,3103.313445,-18.99,,PureGym
31/03/2023,23:59,618363727,3096.313445,-7,,Xbox
31/03/2023,23:59,618363727,3089.313445,-7,,Xbox
31/03/2023,23:59,658100753,6671.802722,-18.99,,PureGym
31/03/2023,23:59,184102451,294.1645319,-18.99,,PureGym
31/03/2023,23:59,184102451,194.1645319,-100,,Grand Union BJJ
31/03/2023,23:59,184102451,178.1745319,-15.99,,Netflix
31/03/2023,23:59,184102451,170.1845319,-7.99,,Amazon
31/03/2023,23:59,184102451,163.1845319,-7,,Xbox
31/03/2023,23:59,184102451,150.1945319,-12.99,,SquareOnix
31/03/2023,23:59,835307842,-2816.581322,-7.99,,Disney
31/03/2023,23:59,835307842,-2822.571322,-5.99,,Mojang Studios
31/03/2023,23:59,835307842,-2841.561322,-18.99,,PureGym
31/03/2023,23:59,835307842,-2941.561322,-100,,Grand Union BJJ
31/03/2023,23:59,189418402,-966.8852,-18.99,,PureGym
31/03/2023,23:59,189418402,-972.8752,-5.99,,Mojang Studios
31/03/2023,23:59,189418402,-988.8652,-15.99,,Netflix
31/03/2023,23:59,189418402,-996.8552,-7.99,,Disney
31/03/2023,23:59,908273315,-1189.464347,-7.99,,Amazon
31/03/2023,23:59,908273315,-1196.464347,-7,,Xbox
31/03/2023,23:59,908273315,-1215.454347,-18.99,,PureGym
31/03/2023,23:59,684967752,1626.48175,-14.99,,Blizzard
31/03/2023,23:59,313806474,4619.480596,-100,,Grand Union BJJ
31/03/2023,23:59,313806474,4603.490596,-15.99,,Netflix
31/03/2023,23:59,313806474,4595.500596,-7.99,,Amazon
31/03/2023,23:59,313806474,4582.510596,-12.99,,SquareOnix
31/03/2023,23:59,313806474,4575.510596,-7,,Xbox
31/03/2023,23:59,313806474,4560.520596,-14.99,,Blizzard
31/03/2023,23:59,313806474,4541.530596,-18.99,,PureGym
31/03/2023,23:59,266056908,2973.112108,-15.99,,Netflix
31/03/2023,23:59,266056908,2965.122108,-7.99,,Disney
31/03/2023,23:59,266056908,2946.132108,-18.99,,PureGym
31/03/2023,23:59,710597922,-2749.23396,-14.99,,Blizzard
31/03/2023,23:59,710597922,-2756.23396,-7,,Xbox
31/03/2023,23:59,710597922,-2769.22396,-12.99,,SquareOnix
31/03/2023,23:59,710597922,-2784.21396,-14.99,,Blizzard
31/03/2023,23:59,417831169,46.34508574,-14.99,,Blizzard
31/03/2023,23:59,417831169,40.35508574,-5.99,,Mojang Studios
31/03/2023,23:59,417831169,27.36508574,-12.99,,SquareOnix
31/03/2023,23:59,235567196,56.9823,-18.99,,PureGym
31/03/2023,23:59,235567196,40.9923,-15.99,,Netflix
31/03/2023,23:59,235567196,33.0023,-7.99,,Amazon
31/03/2023,23:59,235567196,-66.9977,-100,,Grand Union BJJ
31/03/2023,23:59,778200498,-1040.051532,-15.99,,Netflix
31/03/2023,23:59,778200498,-1059.041532,-18.99,,PureGym
31/03/2023,23:59,778200498,-1065.031532,-5.99,,Mojang Studios
31/03/2023,23:59,778200498,-1072.031532,-7,,Xbox
31/03/2023,23:59,778200498,-1079.031532,-7,,Xbox
31/03/2023,23:59,778200498,-1085.021532,-5.99,,Mojang Studios
31/03/2023,23:59,778200498,-1185.021532,-100,,Grand Union BJJ
31/03/2023,23:59,938302791,5199.125692,-15.99,,Netflix
31/03/2023,23:59,938302791,5180.135692,-18.99,,PureGym
31/03/2023,23:59,303145527,-1768.719427,-100,,Grand Union BJJ
31/03/2023,23:59,303145527,-1784.709427,-15.99,,Netflix
31/03/2023,23:59,303145527,-1797.699427,-12.99,,SquareOnix
31/03/2023,23:59,303145527,-1804.699427,-7,,Xbox
31/03/2023,23:59,303145527,-1817.689427,-12.99,,SquareOnix
01/04/2023,09:19,684967752,1604.99175,-21.49,,Hobbycraft
01/04/2023,09:22,658100753,6639.812722,-31.99,,JD Sports
01/04/2023,09:49,618363727,3051.323445,-37.99,,JD Sports
01/04/2023,10:18,618363727,3041.333445,-9.99,,Foyles
01/04/2023,10:29,619428091,4611.268379,-11.98,,Hobbycraft
01/04/2023,14:01,266056908,2879.877108,-66.25,,Tesco Express
02/04/2023,13:31,266056908,2843.927108,-35.95,,Foyles
02/04/2023,13:58,658100753,6541.259722,-98.55,,Sainsbury Local
02/04/2023,15:10,916374214,11834.54068,-25.96,,Daunt Books
